code,level,preferred,term,codeReference,obs,seeAlso,excludes,other,description
9131F/0,Preferred,1,Plexiform haemangioma,,,,,,Plexiform haemangioma
91320/0,Preferred,1,Intramuscular haemangioma,,,,,,Intramuscular haemangioma
91320/0,Synonym,0,Intramuscular angioma,,,,,,Intramuscular angioma
91330/3,Preferred,1,"Epithelioid haemangioendothelioma, NOS",,,,,,"Epithelioid haemangioendothelioma, NOS"
91330/3,Related,0,Intravascular bronchioloalveolar tumour,C34._,[obs],,,,Intravascular bronchioloalveolar tumour (C34._) [obs]
91331/3,Preferred,1,Epithelioid haemangioendothelioma with WWTR1::CAMTA1 fusion,,,,,,Epithelioid haemangioendothelioma with WWTR1::CAMTA1 fusion
91332/3,Preferred,1,Epithelioid haemangioendothelioma with YAP1::TFE3 fusion,,,,,,Epithelioid haemangioendothelioma with YAP1::TFE3 fusion
91350/1,Preferred,1,Papillary intralymphatic angioendothelioma,,,,,,Papillary intralymphatic angioendothelioma
91350/1,Synonym,0,Endovascular papillary angioendothelioma,,,,,,Endovascular papillary angioendothelioma
91350/1,Synonym,0,Dabska tumour,,,,,,Dabska tumour
91360/1,Preferred,1,Spindle cell haemangioendothelioma,,,,,,Spindle cell haemangioendothelioma
91360/1,Synonym,0,Spindle cell angioendothelioma,,[obs],,,,Spindle cell angioendothelioma [obs]
91361/1,Preferred,1,Retiform haemangioendothelioma,,,,,,Retiform haemangioendothelioma
91361/1,Synonym,0,Hobnail haemangioendothelioma,,,,,,Hobnail haemangioendothelioma
91362/1,Preferred,1,Composite haemangioendothelioma,,,,,,Composite haemangioendothelioma
91362/1,Synonym,0,Neuroendocrine composite haemangioendothelioma,,,,,,Neuroendocrine composite haemangioendothelioma
91370/0,Preferred,1,Myointimoma,,,,,,Myointimoma
91370/3,Preferred,1,Intimal sarcoma,,,,,,Intimal sarcoma
91380/1,Preferred,1,Pseudomyogenic haemangioendothelioma,,,,,,Pseudomyogenic haemangioendothelioma
91380/1,Synonym,0,Pseudomyogenic (epithelioid sarcoma-like) haemangioendothelioma,,,,,,Pseudomyogenic (epithelioid sarcoma-like) haemangioendothelioma
91400/3,Preferred,1,Kaposi sarcoma,,,,,,Kaposi sarcoma
91400/3,Synonym,0,Multiple haemorrhagic sarcoma,,,,,,Multiple haemorrhagic sarcoma
91401/3,Preferred,1,Classic indolent Kaposi sarcoma,,,,,,Classic indolent Kaposi sarcoma
91401/3,Synonym,0,Sporadic/immunodeficiency-related Kaposi sarcoma,,,,,,Sporadic/immunodeficiency-related Kaposi sarcoma
91402/3,Preferred,1,Endemic Kaposi sarcoma,,,,,,Endemic Kaposi sarcoma
91402/3,Synonym,0,Endemic African Kaposi sarcoma,,,,,,Endemic African Kaposi sarcoma
91403/3,Preferred,1,AIDS-associated Kaposi sarcoma,,,,,,AIDS-associated Kaposi sarcoma
91403/3,Synonym,0,Epidemic Kaposi sarcoma,,,,,,Epidemic Kaposi sarcoma
91404/3,Preferred,1,Iatrogenic/transplantation-related Kaposi sarcoma,,,,,,Iatrogenic/transplantation-related Kaposi sarcoma
91404/3,Related,0,Iatrogenic Kaposi sarcoma,,,,,,Iatrogenic Kaposi sarcoma
91404/3,Related,0,Transplantation-related Kaposi sarcoma,,,,,,Transplantation-related Kaposi sarcoma
91410/0,Preferred,1,"Angiokeratoma, NOS",,,,,,"Angiokeratoma, NOS"
91411/0,Preferred,1,Angiokeratoma corporis diffusum,,,,,,Angiokeratoma corporis diffusum
91412/0,Preferred,1,Angiokeratoma of Fordyce,,,,,,Angiokeratoma of Fordyce
91413/0,Preferred,1,Angiokeratoma of Mibelli,,,,,,Angiokeratoma of Mibelli
91414/0,Preferred,1,"Angiokeratoma, solitary",,,,,,"Angiokeratoma, solitary"
91420/0,Preferred,1,Verrucous venous malformation,,,,,,Verrucous venous malformation
91420/0,Synonym,0,Verrucous keratotic haemangioma,,,,,,Verrucous keratotic haemangioma
91500/3,Preferred,1,GL1-altered soft tissue tumour,,,,,,GL1-altered soft tissue tumour
91600/0,Preferred,1,"Angiofibroma, NOS",,,,,,"Angiofibroma, NOS"
91600/0,Synonym,0,Fibrous papule of nose,C44.3,[obs],,,,Fibrous papule of nose (C44.3) [obs]
91600/0,Synonym,0,Involuting naevus,C44._,[obs],,,,Involuting naevus (C44._) [obs]
91601/0,Preferred,1,Cellular angiofibroma,,,,,,Cellular angiofibroma
91602/0,Preferred,1,Giant cell angiofibroma,,,,,,Giant cell angiofibroma
91603/0,Preferred,1,Multinucleate cell angiohistiocytoma,,,,,,Multinucleate cell angiohistiocytoma
91604/0,Preferred,1,"Angiofibroma, sinonasal",,,,,,"Angiofibroma, sinonasal"
91604/0,Synonym,0,"Angiofibroma, nasopharyngeal",,,,,,"Angiofibroma, nasopharyngeal"
91604/0,Synonym,0,"Angiofibroma, sinonasal tract",,,,,,"Angiofibroma, sinonasal tract"
91604/0,Synonym,0,Juvenile angiofibroma,,[obs],,,,Juvenile angiofibroma [obs]
91605/0,Preferred,1,Angiofibroma of soft tissue,,,,,,Angiofibroma of soft tissue
91610/0,Preferred,1,Tufted haemangioma,,,,,,Tufted haemangioma
91610/0,Synonym,0,Acquired tufted haemangioma,,,,,,Acquired tufted haemangioma
91610/0,Synonym,0,Tufted angioma,,,,,,Tufted angioma
91610/1,Preferred,1,Haemangioblastoma,,,,,,Haemangioblastoma
91610/1,Synonym,0,Angioblastoma,,[obs],,,,Angioblastoma [obs]
91611/1,Preferred,1,Clear cell (haemangioblastoma-like) stromal tumour of lung,C34._,,,,,Clear cell (haemangioblastoma-like) stromal tumour of lung (C34._)
91700/0,Preferred,1,"Lymphangioma, NOS",,,,,,"Lymphangioma, NOS"
91700/0,Synonym,0,Lymphatic malformation,,,,,,Lymphatic malformation
91700/0,Synonym,0,"Lymphangioendothelioma, NOS",,,,,,"Lymphangioendothelioma, NOS"
91701/0,Preferred,1,"Lymphangioma, microcystic",,,,,,"Lymphangioma, microcystic"
91702/0,Preferred,1,"Lymphangioma, macrocystic",,,,,,"Lymphangioma, macrocystic"
91703/0,Preferred,1,Combined lymphatic-venous malformation,,,,,,Combined lymphatic-venous malformation
91703/0,Synonym,0,Haemangiolymphangioma,,,,,,Haemangiolymphangioma
91700/3,Preferred,1,Lymphangiosarcoma,,[obs],,,,Lymphangiosarcoma [obs]
91700/3,Synonym,0,Lymphangioendothelial sarcoma,,[obs],,,,Lymphangioendothelial sarcoma [obs]
91700/3,Synonym,0,"Lymphangioendothelioma, malignant",,[obs],,,,"Lymphangioendothelioma, malignant [obs]"
91704/3,Preferred,1,"Lymphangiomatosis, diffuse",,,,,,"Lymphangiomatosis, diffuse"
91710/0,Preferred,1,Capillary lymphangioma,,,,,,Capillary lymphangioma
91720/0,Preferred,1,Cavernous lymphangioma,,,,,,Cavernous lymphangioma
91730/0,Preferred,1,Cystic lymphangioma,,,,,,Cystic lymphangioma
91730/0,Synonym,0,"Hygroma, NOS",,,,,,"Hygroma, NOS"
91730/0,Synonym,0,Cystic hygroma,,,,,,Cystic hygroma
91731/0,Preferred,1,Lymphangioma circumscriptum,,,,,,Lymphangioma circumscriptum
91740/0,Preferred,1,Lymphangiomyoma,,,,,,Lymphangiomyoma
91740/3,Preferred,1,Lymphangioleiomyomatosis,C34._,,,,,Lymphangioleiomyomatosis (C34._)
91740/3,Synonym,0,Lymphangiomyomatosis,,,,,,Lymphangiomyomatosis
91750/0,Preferred,1,Haemolymphangioma,,,,,,Haemolymphangioma
91800/0,Preferred,1,"Osteoma, NOS","C40._, C41._",,,,,"Osteoma, NOS (C40._, C41._)"
91800/0,Related,0,"Exostosis, NOS",,,,,,"Exostosis, NOS"
91801/0,Preferred,1,Fibro-osseous tumour of digits,,,,,,Fibro-osseous tumour of digits
91802/0,Preferred,1,Surface (periosteal) osteoma,,,,,,Surface (periosteal) osteoma
91803/0,Preferred,1,Central (endosteal) osteoma,,,,,,Central (endosteal) osteoma
91800/3,Preferred,1,"Osteosarcoma, NOS","C40._, C41._",,,,,"Osteosarcoma, NOS (C40._, C41._)"
91800/3,Synonym,0,"Osteogenic sarcoma, NOS","C40._, C41._",,,,,"Osteogenic sarcoma, NOS (C40._, C41._)"
91800/3,Synonym,0,Osteoblastic sarcoma,"C40._, C41._",,,,,"Osteoblastic sarcoma (C40._, C41._)"
91800/3,Synonym,0,Osteochondrosarcoma,"C40._, C41._",,,,,"Osteochondrosarcoma (C40._, C41._)"
91800/3,Related,0,"Osteosarcoma, extraskeletal",,,,,,"Osteosarcoma, extraskeletal"
91800/3,Synonym,0,"Osteosarcoma, extraosseus",,,,,,"Osteosarcoma, extraosseus"
91810/3,Preferred,1,Chondroblastic osteosarcoma,"C40._, C41._",,,,,"Chondroblastic osteosarcoma (C40._, C41._)"
91820/3,Preferred,1,Fibroblastic osteosarcoma,"C40._, C41._",,,,,"Fibroblastic osteosarcoma (C40._, C41._)"
91820/3,Synonym,0,Osteofibrosarcoma,"C40._, C41._",,,,,"Osteofibrosarcoma (C40._, C41._)"
91830/3,Preferred,1,Telangiectatic osteosarcoma,"C40._, C41._",,,,,"Telangiectatic osteosarcoma (C40._, C41._)"
91840/3,Preferred,1,Secondary osteosarcoma,"C40._, C41._",,,,,"Secondary osteosarcoma (C40._, C41._)"
91841/3,Preferred,1,Osteosarcoma in Paget disease of bone,"C40._, C41._",,,,,"Osteosarcoma in Paget disease of bone (C40._, C41._)"
91841/3,Synonym,0,Paget sarcoma,"C40._, C41._",,,,,"Paget sarcoma (C40._, C41._)"
91842/3,Preferred,1,Radiation-associated osteosarcoma,"C40._, C41._",,,,,"Radiation-associated osteosarcoma (C40._, C41._)"
91842/3,Synonym,0,Radiation-induced osteosarcoma,"C40._, C41._",,,,,"Radiation-induced osteosarcoma (C40._, C41._)"
91843/3,Preferred,1,"Osteosarcoma, infarct-related","C40._, C41._",,,,,"Osteosarcoma, infarct-related (C40._, C41._)"
91844/3,Preferred,1,Osteosarcoma secondary to early postzygotic disorders such as fibrous dysplasia,"C40._, C41._",,,,,"Osteosarcoma secondary to early postzygotic disorders such as fibrous dysplasia (C40._, C41._)"
91845/3,Preferred,1,"Osteosarcoma, implant-related","C40._, C41._",,,,,"Osteosarcoma, implant-related (C40._, C41._)"
91846/3,Preferred,1,Osteosarcoma due to chronic osteomyelitis,"C40._, C41._",,,,,"Osteosarcoma due to chronic osteomyelitis (C40._, C41._)"
91850/3,Preferred,1,Small cell osteosarcoma,"C40._, C41._",,,,,"Small cell osteosarcoma (C40._, C41._)"
91850/3,Synonym,0,Round cell osteosarcoma,"C40._, C41._",,,,,"Round cell osteosarcoma (C40._, C41._)"
91860/3,Preferred,1,"Osteosarcoma, conventional","C40._, C41._",,,,,"Osteosarcoma, conventional (C40._, C41._)"
91860/3,Synonym,0,"Central osteosarcoma, NOS","C40._, C41._",,,,,"Central osteosarcoma, NOS (C40._, C41._)"
91860/3,Synonym,0,Conventional central osteosarcoma,"C40._, C41._",,,,,"Conventional central osteosarcoma (C40._, C41._)"
91860/3,Synonym,0,Medullary osteosarcoma,"C40._, C41._",,,,,"Medullary osteosarcoma (C40._, C41._)"
91860/3,Synonym,0,"Intramedullary osteosarcoma, NOS","C40._, C41._",,,,,"Intramedullary osteosarcoma, NOS (C40._, C41._)"
91870/3,Preferred,1,Low-grade central osteosarcoma,"C40._, C41._",,,,,"Low-grade central osteosarcoma (C40._, C41._)"
91870/3,Synonym,0,Well-differentiated intramedullary osteosarcoma,"C40._, C41._",,,,,"Well-differentiated intramedullary osteosarcoma (C40._, C41._)"
91870/3,Synonym,0,Low-grade intramedullary osteosarcoma,"C40._, C41._",,,,,"Low-grade intramedullary osteosarcoma (C40._, C41._)"
91870/3,Synonym,0,Intraosseous well-differentiated osteosarcoma,"C40._, C41._",,,,,"Intraosseous well-differentiated osteosarcoma (C40._, C41._)"
91870/3,Synonym,0,Intraosseous low-grade osteosarcoma,"C40._, C41._",,,,,"Intraosseous low-grade osteosarcoma (C40._, C41._)"
91910/0,Preferred,1,"Osteoid osteoma, NOS","C40._, C41._",,,,,"Osteoid osteoma, NOS (C40._, C41._)"
91920/3,Preferred,1,Parosteal osteosarcoma,"C40._, C41._",,,,,"Parosteal osteosarcoma (C40._, C41._)"
91920/3,Synonym,0,Juxtacortical osteosarcoma,"C40._, C41._",,,,,"Juxtacortical osteosarcoma (C40._, C41._)"
91930/3,Preferred,1,Periosteal osteosarcoma,"C40._, C41._",,,,,"Periosteal osteosarcoma (C40._, C41._)"
91940/3,Preferred,1,High-grade surface osteosarcoma,"C40._, C41._",,,,,"High-grade surface osteosarcoma (C40._, C41._)"
91950/3,Preferred,1,Intracortical osteosarcoma,"C40._, C41._",,,,,"Intracortical osteosarcoma (C40._, C41._)"
92000/1,Preferred,1,"Osteoblastoma, NOS","C40._, C41._",,,,,"Osteoblastoma, NOS (C40._, C41._)"
92000/1,Synonym,0,"Osteoblastoma, epithelioid","C40._, C41._",,,,,"Osteoblastoma, epithelioid (C40._, C41._)"
92000/1,Synonym,0,Giant osteoid osteoma,"C40._, C41._",,,,,"Giant osteoid osteoma (C40._, C41._)"
92000/1,Synonym,0,Aggressive osteoblastoma,"C40._, C41._",,,,,"Aggressive osteoblastoma (C40._, C41._)"
92100/0,Preferred,1,"Osteochondroma, NOS","C40._, C41._",,,,,"Osteochondroma, NOS (C40._, C41._)"
92100/0,Synonym,0,Cartilaginous exostosis,"C40._, C41._",,,,,"Cartilaginous exostosis (C40._, C41._)"
92100/0,Synonym,0,Ecchondroma,"C40._, C41._",,,,,"Ecchondroma (C40._, C41._)"
92100/0,Synonym,0,Osteocartilaginous exostosis,"C40._, C41._",,,,,"Osteocartilaginous exostosis (C40._, C41._)"
92100/1,Preferred,1,Multiple osteochondromas,"C40._, C41._",,,,,"Multiple osteochondromas (C40._, C41._)"
92100/1,Synonym,0,"Osteochondromatosis, NOS","C40._, C41._",,,,,"Osteochondromatosis, NOS (C40._, C41._)"
92100/1,Synonym,0,Ecchondrosis,"C40._, C41._",,,,,"Ecchondrosis (C40._, C41._)"
92110/0,Preferred,1,Osteochondromyxoma,,,,,,Osteochondromyxoma
92120/0,Preferred,1,Bizarre parosteal osteochondromatous proliferation,,,,,,Bizarre parosteal osteochondromatous proliferation
92130/0,Preferred,1,Subungual exostosis,,,,,,Subungual exostosis
92200/0,Preferred,1,"Chondroma, NOS","C40._, C41._",,,,,"Chondroma, NOS (C40._, C41._)"
92200/0,Related,0,Chondroma of soft parts,,,,,,Chondroma of soft parts
92200/0,Synonym,0,Extraskeletal chondroma,,,,,,Extraskeletal chondroma
92208/0,Preferred,1,Enchondroma,"C40._, C41._",,,,,"Enchondroma (C40._, C41._)"
92209/0,Preferred,1,"Chondroma, chondroblastoma-like soft tissue",,,,,,"Chondroma, chondroblastoma-like soft tissue"
92200/1,Preferred,1,"Chondromatosis, NOS",,,,,,"Chondromatosis, NOS"
9220A/1,Preferred,1,"Chondromatosis, synovial NOS","C40._, C41._",,,,,"Chondromatosis, synovial NOS (C40._, C41._)"
9220B/1,Preferred,1,"Chondromatosis, extra-articular synovial",C49._,,,,,"Chondromatosis, extra-articular synovial (C49._)"
9220B/1,Synonym,0,"Chondromatosis, tenosynovial",C49._,,,,,"Chondromatosis, tenosynovial (C49._)"
9220C/1,Preferred,1,"Enchondromatosis, NOS",,,,,,"Enchondromatosis, NOS"
9220D/1,Preferred,1,Enchondromatosis in Ollier disease,,,,,,Enchondromatosis in Ollier disease
9220E/1,Preferred,1,Enchondromatosis in Maffucci syndrome,,,,,,Enchondromatosis in Maffucci syndrome
92200/3,Preferred,1,"Chondrosarcoma, NOS","C40._, C41._",,,,,"Chondrosarcoma, NOS (C40._, C41._)"
92201/3,Preferred,1,Fibrochondrosarcoma,"C40._, C41._",[obs],,,,"Fibrochondrosarcoma (C40._, C41._) [obs]"
92202/3,Preferred,1,"Chondrosarcoma, grade 2","C40._, C41._",,,,,"Chondrosarcoma, grade 2 (C40._, C41._)"
92203/3,Preferred,1,"Central chondrosarcoma, grade 2",,,,,,"Central chondrosarcoma, grade 2"
92204/3,Preferred,1,"Secondary peripheral chondrosarcoma, grade 2",,,,,,"Secondary peripheral chondrosarcoma, grade 2"
92205/3,Preferred,1,"Chondrosarcoma, grade 3","C40._, C41._",,,,,"Chondrosarcoma, grade 3 (C40._, C41._)"
92206/3,Preferred,1,"Central chondrosarcoma, grade 3",,,,,,"Central chondrosarcoma, grade 3"
92207/3,Preferred,1,"Secondary peripheral chondrosarcoma, grade 3",,,,,,"Secondary peripheral chondrosarcoma, grade 3"
92210/0,Preferred,1,Periosteal chondroma,"C40._, C41._",,,,,"Periosteal chondroma (C40._, C41._)"
92210/0,Synonym,0,Juxtacortical chondroma,"C40._, C41._",,,,,"Juxtacortical chondroma (C40._, C41._)"
92210/3,Preferred,1,Periosteal chondrosarcoma,"C40._, C41._",,,,,"Periosteal chondrosarcoma (C40._, C41._)"
92210/3,Synonym,0,Juxtacortical chondrosarcoma,"C40._, C41._",,,,,"Juxtacortical chondrosarcoma (C40._, C41._)"
92220/1,Preferred,1,Atypical cartilaginous tumour,,,,,,Atypical cartilaginous tumour
92221/1,Preferred,1,Central atypical cartilaginous tumour,,,,,,Central atypical cartilaginous tumour
92222/1,Preferred,1,Secondary peripheral atypical cartilaginous tumour,,,,,,Secondary peripheral atypical cartilaginous tumour
92220/3,Preferred,1,"Chondrosarcoma, grade 1","C40._, C41._",,,,,"Chondrosarcoma, grade 1 (C40._, C41._)"
92221/3,Preferred,1,"Central chondrosarcoma, grade 1",,,,,,"Central chondrosarcoma, grade 1"
92221/3,Synonym,0,"Chondrosarcoma, low-grade central",,,,,,"Chondrosarcoma, low-grade central"
92222/3,Preferred,1,"Secondary peripheral chondrosarcoma, grade 1",,,,,,"Secondary peripheral chondrosarcoma, grade 1"
92222/3,Synonym,0,"Chondrosarcoma, low-grade peripheral",,,,,,"Chondrosarcoma, low-grade peripheral"
92300/0,Preferred,1,"Chondroblastoma, NOS","C40._, C41._",,,,,"Chondroblastoma, NOS (C40._, C41._)"
92300/0,Synonym,0,Chondromatous giant cell tumour,"C40._, C41._",,,,,"Chondromatous giant cell tumour (C40._, C41._)"
92300/0,Synonym,0,Codman tumour,"C40._, C41._",,,,,"Codman tumour (C40._, C41._)"
92300/3,Preferred,1,"Chondroblastoma, malignant","C40._, C41._",,,,,"Chondroblastoma, malignant (C40._, C41._)"
92310/3,Preferred,1,"Myxoid chondrosarcoma, NOS",,,,,,"Myxoid chondrosarcoma, NOS"
92311/3,Preferred,1,Extraskeletal myxoid chondrosarcoma,,,,,,Extraskeletal myxoid chondrosarcoma
92400/3,Preferred,1,Mesenchymal chondrosarcoma,,,,,,Mesenchymal chondrosarcoma
92410/0,Preferred,1,Chondromyxoid fibroma,"C40._, C41._",,,,,"Chondromyxoid fibroma (C40._, C41._)"
92420/3,Preferred,1,Clear cell chondrosarcoma,"C40._, C41._",,,,,"Clear cell chondrosarcoma (C40._, C41._)"
92430/3,Preferred,1,Dedifferentiated chondrosarcoma,"C40._, C41._",,,,,"Dedifferentiated chondrosarcoma (C40._, C41._)"
92500/1,Preferred,1,"Giant cell tumour of bone, NOS","C40._, C41._",,,,,"Giant cell tumour of bone, NOS (C40._, C41._)"
92500/1,Synonym,0,"Osteoclastoma, NOS","C40._, C41._",,,,,"Osteoclastoma, NOS (C40._, C41._)"
92501/1,Preferred,1,"Giant cell tumour of bone, conventional","C40._, C41._",,,,,"Giant cell tumour of bone, conventional (C40._, C41._)"
92500/3,Preferred,1,"Giant cell tumour of bone, malignant","C40._, C41._",,,,,"Giant cell tumour of bone, malignant (C40._, C41._)"
92500/3,Synonym,0,Giant cell sarcoma of bone,"C40._, C41._",,,,,"Giant cell sarcoma of bone (C40._, C41._)"
92500/3,Synonym,0,"Osteoclastoma, malignant","C40._, C41._",,,,,"Osteoclastoma, malignant (C40._, C41._)"
92502/3,Preferred,1,"Giant cell tumour of bone, dedifferentiated","C40._, C41._",,,,,"Giant cell tumour of bone, dedifferentiated (C40._, C41._)"
92510/1,Preferred,1,"Giant cell tumour of soft parts, NOS",,,,,,"Giant cell tumour of soft parts, NOS"
92510/3,Preferred,1,Malignant giant cell tumour of soft parts,,,,,,Malignant giant cell tumour of soft parts
92520/0,Preferred,1,"Tenosynovial giant cell tumour, NOS",C49._,,,,,"Tenosynovial giant cell tumour, NOS (C49._)"
92520/0,Synonym,0,"Tenosynovial giant cell tumour, localised",C49._,,,,,"Tenosynovial giant cell tumour, localised (C49._)"
92520/0,Synonym,0,Fibrous histiocytoma of tendon sheath,C49._,,,,,Fibrous histiocytoma of tendon sheath (C49._)
92520/0,Synonym,0,"Giant cell tumour of tendon sheath, NOS",C49._,,,,,"Giant cell tumour of tendon sheath, NOS (C49._)"
92520/1,Preferred,1,"Tenosynovial giant cell tumour, diffuse",C49._,,,,,"Tenosynovial giant cell tumour, diffuse (C49._)"
92520/1,Synonym,0,Pigmented villonodular synovitis,,,,,,Pigmented villonodular synovitis
92520/3,Preferred,1,Malignant tenosynovial giant cell tumour,C49._,,,,,Malignant tenosynovial giant cell tumour (C49._)
92520/3,Synonym,0,"Giant cell tumour of tendon sheath, malignant",C49._,,,,,"Giant cell tumour of tendon sheath, malignant (C49._)"
92600/0,Preferred,1,Aneurysmal bone cyst,,,,,,Aneurysmal bone cyst
92610/0,Preferred,1,Osteofibrous dysplasia,,,,,,Osteofibrous dysplasia
92610/1,Preferred,1,Osteofibrous dysplasia-like adamantinoma,,,,,,Osteofibrous dysplasia-like adamantinoma
92610/3,Preferred,1,Adamantinoma of long bones,C40._,,,,,Adamantinoma of long bones (C40._)
92611/3,Preferred,1,Classic adamantinoma,,,,,,Classic adamantinoma
92612/3,Preferred,1,Dedifferentiated adamantinoma,,,,,,Dedifferentiated adamantinoma
92620/0,Preferred,1,Ossifying fibroma,,,,,,Ossifying fibroma
92620/0,Synonym,0,Fibro-osteoma,,,,,,Fibro-osteoma
92620/0,Synonym,0,Osteofibroma,,,,,,Osteofibroma
92621/0,Preferred,1,Juvenile trabecular ossifying fibroma,,,,,,Juvenile trabecular ossifying fibroma
92622/0,Preferred,1,Psammomatoid ossifying fibroma,,,,,,Psammomatoid ossifying fibroma
